#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24
geo020s09a0220v02,0.616561,0.745561,489,t>a,3,ejective,coronal,a,initial,s09,answer,echo,-13.7393,-15.361,-9.8821,2.5798,7.7733,6.3343,1.8914,-0.6548,-0.9744,-0.2411,-0.248,0.7653,-1.791,-2.2186,-2.0982,5.1566,7.7307,5.7546,0.4032,0.9757,3.8393,4.9215,2.7501,4.024,2.5775
geo020s09a0221v02,0.702162,0.831162,491,p>a,3,ejective,labial,a,initial,s09,answer,new,-2.5769,-1.5116,-1.3019,-2.956,-1.4259,1.4461,-1.615,-3.4439,-2.8934,-1.1652,-1.9954,-2.0426,-0.1736,0.3,0.1041,-0.4029,2.0859,5.0804,5.3954,6.9601,8.0523,13.7524,15.2612,9.135,1.9653
geo020s09a0222v01,0.846598,0.975598,492,p>a,3,ejective,labial,a,initial,s09,question,new,-0.9137,-1.3453,-2.6111,-1.282,4.0965,0.4809,3.2623,2.4218,3.4814,2.709,-3.0991,-3.4718,-4.2442,-3.6926,-6.3058,-5.3383,-2.0872,-0.353,-0.7901,-2.2318,-0.7857,2.1308,-0.1523,-1.5,-0.6305
geo020s09a0223v02,0.918445,1.047445,493,p>e,2,ejective,labial,e,initial,s09,answer,new,-6.4938,-6.1509,-3.1405,-3.8232,-1.5971,0.5505,0.0257,0.26,3.9947,3.0319,3.173,0.3235,1.9729,1.2593,2.4332,-0.3032,0.912,-4.2965,-11.3609,-17.5516,-21.7434,-15.6167,0.1793,10.3664,13.5618
geo020s09a0224v01,0.893578,1.022578,494,p>e,2,ejective,labial,e,initial,s09,question,new,-10.4499,-2.9016,5.1824,11.9156,16.3937,11.1917,13.4459,13.7979,14.6291,7.3743,5.9111,3.8376,6.9119,11.2965,16.5005,10.5551,-2.0443,-21.1016,-20.028,-1.4877,10.582,12.7493,3.2236,-5.6014,-9.4488
geo020s09a0224v02,0.68348,0.81248,495,p>e,2,ejective,labial,e,initial,s09,answer,echo,-3.8497,-3.3499,-2.4578,0.169,3.9432,1.9183,-5.3741,-9.8098,-10.5005,-6.4765,2.0989,14.2445,23.0835,18.4592,7.8546,0.5892,-0.7168,-2.1212,-7.2552,-3.479,5.0825,8.9338,12.9031,15.857,13.4984
geo020s09a0225v02,0.939882,1.068882,496,k>e,3,ejective,velar,e,initial,s09,answer,new,-0.4002,-0.4379,-3.4751,-5.2957,-7.0852,-4.8115,-6.36,-6.7865,-4.0405,2.4905,5.3185,3.6426,1.5411,-0.6495,0.3498,1.4207,0.332,2.7533,4.1197,2.7854,-0.1703,-7.4303,-14.5412,-20.9167,-18.657
geo020s09a0228v01,1.183182,1.312182,498,k>a,3,ejective,velar,a,initial,s09,question,new,-0.4064,0.416,-3.7832,-7.5276,-6.0206,-4.8563,-2.6731,-3.2097,-5.4716,-7.1691,-9.1777,-12.2294,-8.102,-2.5541,-0.7664,1.0096,1.8542,3.1673,4.7842,5.7963,6.1073,3.47,5.25,1.445,-0.8359
geo020s09a0228v02,0.600991,0.729991,499,k>a,3,ejective,velar,a,initial,s09,answer,echo,-4.7891,-1.7262,0.1479,-0.9265,-3.5843,-0.4956,2.5569,1.0376,0.6089,2.1522,9.6084,9.8627,8.9671,6.4559,4.8214,-1.0787,-5.2869,-7.2605,-9.0623,-9.8437,-8.4859,-2.6686,6.6899,12.5269,8.4063
geo020s09a0229v01,1.244738,1.373738,500,t>a,2,ejective,coronal,a,initial,s09,question,new,-0.8969,-5.7727,-9.8048,-7.8553,0.7369,3.4051,6.0698,12.3539,16.279,10.8811,2.4599,-1.4788,-7.0082,-9.8223,-11.9377,-11.4134,-6.8437,1.7117,5.8472,9.5259,12.7645,14.1253,8.9163,5.3016,1.2633
geo020s09a0233v02,0.783185,0.912185,501,pu,2,pulmonic,labial,u,initial,s09,answer,new,1.0569,6.4254,7.2138,1.3365,-6.9044,-11.7116,-14.017,-13.2745,-7.8121,4.6231,15.2187,16.5291,10.4522,9.0211,3.866,-1.6395,-5.9724,-5.3003,-4.0123,-0.3641,-2.2023,-0.6649,-3.297,-2.5198,-3.5981
geo020s09a0234v02,0.871007,1.000007,502,pu,2,pulmonic,labial,u,initial,s09,answer,echo,-1.4074,-5.512,-4.5179,-1.2896,3.6597,3.0217,3.6058,3.4679,1.2733,-0.4566,1.0257,0.4953,-0.7307,-0.3325,-2.9718,-1.3379,-2.0418,-2.3119,-4.802,-1.9812,-2.3502,-1.4174,1.6311,3.5967,3.5566
geo020s09a0239v01,1.199109,1.328109,503,te,3,pulmonic,coronal,e,initial,s09,question,new,17.1546,20.24,12.0703,-21.3149,-43.3603,-3.313,23.2218,-12.065,-5.352,19.0848,18.3423,43.3888,27.0367,15.3454,17.5465,4.7552,-29.0302,-23.3992,-25.6622,-12.8448,-0.1294,1.839,-5.7498,-14.2608,-10.1178
geo020s09a0239v02,0.700549,0.829549,504,pa,2,pulmonic,labial,a,initial,s09,answer,new,-15.4833,-8.2394,4.6068,15.3941,14.3926,8.8397,-0.3121,-4.4275,-5.3012,-5.383,-3.6263,0.4145,-0.745,0.6407,3.4525,9.3155,7.6308,8.3744,6.0903,4.7576,5.1809,3.3821,2.2351,-4.1771,-9.1472
geo020s09a0240v01,1.563034,1.692034,505,pa,2,pulmonic,labial,a,initial,s09,question,new,-3.561,-6.2465,-6.687,-12.1122,-7.8279,-1.6546,1.257,9.7315,19.7048,25.6158,22.9365,10.0713,-4.6749,-15.968,-20.9349,-6.6276,16.6993,36.8329,40.1872,26.4095,4.8365,-18.3108,-38.3662,-47.0007,-44.9428
geo020s09a0240v02,0.576182,0.705182,506,pa,2,pulmonic,labial,a,initial,s09,answer,echo,5.7351,5.8278,1.1838,3.0325,4.6432,2.7897,1.1032,4.8224,10.3185,5.415,-9.2763,-23.8373,-22.3605,-8.6004,7.1287,19.0686,21.7012,17.4743,10.8268,11.1496,13.8101,10.1005,4.3506,0.9652,-2.6068
geo020s09a0241v01,1.065862,1.194862,507,t>i,2,ejective,coronal,i,initial,s09,question,new,6.3642,3.3264,2.0087,4.7953,2.5619,-1.8821,-8.1075,-8.4146,-6.3026,-5.0902,-3.6759,-0.1499,1.4565,-0.928,-1.9288,0.4099,0.6975,0.8902,3.3066,3.3984,2.0663,-2.8673,-0.5844,0.9734,-0.3602
geo020s09a0241v02,0.820124,0.949124,508,p>a,2,ejective,labial,a,initial,s09,answer,new,23.4467,19.267,3.387,-3.749,-8.9236,-13.8152,-17.4881,-17.1496,-6.5541,-4.6836,-4.8716,1.5358,9.1304,12.8983,7.1439,8.3036,4.0673,4.3979,-5.4829,-12.8762,-10.9734,-1.8815,-10.2454,-4.185,1.3157
geo020s09a0242v01,1.032255,1.161255,509,p>a,2,ejective,labial,a,initial,s09,question,new,-9.0212,-1.3569,2.5075,3.2085,5.0091,13.1343,10.5436,2.428,-1.9081,4.3462,5.6816,-1.355,-0.1535,-4.2846,-9.4638,-7.6157,-5.0975,-6.9853,-4.6963,1.6675,7.4659,8.1268,8.2353,4.8968,3.7843
geo020s09a0242v02,0.606767,0.735767,510,p>a,2,ejective,labial,a,initial,s09,answer,echo,1.5735,-1.2559,-3.2424,-0.7549,0.0102,-4.9481,-12.8337,-16.3032,-16.5816,-9.0076,9.9338,30.0015,30.1591,13.7118,-1.332,-13.0465,-14.7853,-9.5667,-5.6768,-4.7203,-0.5084,1.3287,2.043,6.12,6.8771
